OBJECTID,TYPE_REG,ID_ETABLISSEMENT,NOM,UNITE_LOCALE,COMPLEMENT_LOCALI,STATUT_REG,IMMAT_DT,TYPE_LOCAL,CODE_NOGA,BRANCHE,ACTIVITE_DETAIL,TAILLE,RAISON_SOC_PARENT,ID_ENTREPRISE,TEL_PRINCIPAL,TEL_SECONDAIRE,FAX,EMAIL,SITE_INTERNET,PHYS_RUE,PHYS_NUMRUE,PHYS_NPA,PHYS_LOCALITE,PHYS_COMMUNE,IDPADR,ADRESSE,NUM_IDE,RAISON_SOCIALE,NATURE_JURID,SIEGE_CANTON,SIEGE_PAYS,SOUS_TYPE,E,N
84609,Entreprise,,AIT Financial Services Sàrl,98281245.0,,En activité,2017-11-30,,663002,Gestion de fonds,,,,1-4XH-81725,,,,,,Rue du Rhône,42,1204,Genève,Genève-Cité,930225024526,Rue du Rhône 42,CHE430439087,AIT Financial Services Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500309.63,1117797.67
84867,Entreprise,,Good Land Sàrl,98169874.0,,En activité,2018-01-23,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-82144,41788039003.0,41775080110.0,,daniel.gugl@goodlandswiss.com,,Route de Malagnou,58,1208,Genève,Genève,930225017359,Route de Malagnou 58,CHE229183359,Good Land Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2501666.43,1116885.14
85137,Entreprise,,Adenia Société Anonyme de Gestion et de Financement,45212968.0,,En activité,1974-11-25,,649901,Sociétés d'investissement,,,,1-4XH-79979,41223432728.0,,41223431702.0,,,Route des Acacias,54BIS,1227,Carouge GE,Carouge,930225000073,Route des Acacias 54BIS,CHE102511826,Adenia Société Anonyme de Gestion et de Financement,Société anonyme,Genève,Suisse,ENT siège à Genève,2499207.74,1116080.14
85446,Entreprise,,L & Partners Sàrl,98702632.0,,En activité,2018-01-12,,649901,Sociétés d'investissement,,Sans travailleur,,1-4XH-85872,41788479079.0,,,lzhang@lpartners.ch,https://lpartners.ch,Cours des Bastions,13,1205,Genève,Genève-Cité,930225001633,Cours des Bastions 13,CHE224354211,L & Partners Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500517.62,1116973.26
84619,Entreprise,,GMM HOLDING SA,98470049.0,,En activité,2017-12-15,,649901,Sociétés d'investissement,,,,1-4XH-83309,,,,,,Rue du Rhône,8,1204,Genève,Genève-Cité,930225024511,Rue du Rhône 8,CHE322487362,GMM HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500156.92,1117829.75
84625,Entreprise,,Alchinvest SA,98795988.0,,En activité,2017-12-18,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-83403,,,,,,Rue du Rhône,57,1204,Genève,Genève-Cité,930225024531,Rue du Rhône 57,CHE371983086,Alchinvest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500781.33,1117659.36
84668,Entreprise,,Ariaan Finance Sàrl,98216817.0,,En activité,2018-01-23,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-82048,,,,,,Rue du Rhône,49,1204,Genève,Genève-Cité,930225024528,Rue du Rhône 49,CHE180920830,Ariaan Finance Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500614.98,1117712.49
85199,Entreprise,,Partour SA,45930685.0,,En activité,1979-07-06,,649901,Sociétés d'investissement,,,,1-4XH-80933,41223108377.0,,41223108378.0,,,Rue Adrien-LACHENAL,20,1207,Genève,Genève,930225015934,Rue Adrien-LACHENAL 20,CHE103108551,Partour SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500994.17,1117299.4
85361,Entreprise,,Créséide SA,98537955.0,,En activité,2017-06-20,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-84676,41229104646.0,,,info@créséide.com,http://www.créséide.com,Rue du Rhône,65,1204,Genève,Genève,930225024536,Rue du Rhône 65,CHE477091258,Créséide SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500898.2,1117622.24
84689,Entreprise,,SIMOSEC SA,66052628.0,,En activité,2000-04-25,,649901,Sociétés d'investissement,,,,1-4XH-8426,41223090610.0,,41223090629.0,,,rue des Horlogers,4,1227,Carouge GE,Carouge,121221094213,Rue des Horlogers 4,CHE101241446,SIMOSEC SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499992.2,1115562.77
84948,Entreprise,,Finial Capital SA,74443908.0,,En activité,1975-07-08,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-80395,41225448800.0,,41225448844.0,d.d@finialcap.com,https://finialcap.com/,Rue de la Fontaine,7,1204,Genève,Genève,930225011312,Rue de la Fontaine 7,CHE107909892,Finial Capital SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500522.99,1117510.92
85243,Entreprise,,Cofininco SA,53066469.0,,En activité,1974-12-06,,649901,Sociétés d'investissement,,,,1-4XH-81429,41223189898.0,,41223104848.0,safem@safem.ch,,Rue Jacques-GROSSELIN,8,1227,Carouge GE,Carouge,930225014198,Rue Jacques-GROSSELIN 8,CHE100083943,Cofininco SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499434.32,1116009.23
85250,Entreprise,,Athena Medica Invest SA,98926486.0,,En activité,2017-12-22,,649901,Sociétés d'investissement,,,,1-4XH-82123,41227845002.0,,,,,Avenue de Châtelaine,60,1219,Châtelaine,Vernier,100318114926,Avenue de Châtelaine 60,CHE249614782,Athena Medica Invest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2497804.23,1118612.55
84483,Entreprise,,Fondation Lemania de libre passage,98796761.0,,En activité,2018-02-15,,663002,Gestion de fonds,,,,1-4XH-81700,41223381818.0,,,info@fllp.ch,https://www.fllp-frpi.ch,Rue des Vieux-Grenadiers,10,1205,Genève,Genève-Plainpalais,930225031205,Rue des Vieux-Grenadiers 10,CHE218566590,Fondation Lemania de libre passage,Fondation,Genève,Suisse,ENT siège à Genève,2499611.24,1117210.98
88250,Entreprise,,Aecta SA,54502468.0,,En activité,1987-06-01,,649901,Sociétés d'investissement,,,,1-4XH-89414,41227988119.0,41763941460.0,,pierrette.detraz@gmail.com,,la Voie-du-Coin,12,1218,Le Grand-Saconnex,Grand-Saconnex,930225031914,La Voie-du-Coin 12,CHE100892397,Aecta SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2498975.51,1121522.46
87791,Entreprise,,Galaben Participations SA,74383400.0,,En activité,2000-12-14,,649901,Sociétés d'investissement,,Sans travailleur,,1-4XH-9408,41227368751.0,,,galaben@vtxnet.ch,,Chemin des Prés-Seigneur,15,1254,Jussy,Jussy,930225041929,Chemin des Prés-Seigneur 15,CHE103577325,Galaben Participations SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2509623.19,1121025.58
88024,Entreprise,,SKD Wealth Management SA,98680518.0,,En activité,2018-04-04,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-91251,41225662514.0,,,info@skd-wealth.com,https://skd-wealth.ch,Avenue De-BUDÉ,1,1202,Genève,Genève-Petit-Saconnex,930225003792,Avenue De-BUDÉ 1,CHE264067976,SKD Wealth Management SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499121.74,1120035.06
87574,Entreprise,,BMD Investment & Finance SA,99187686.0,,En activité,1993-07-21,,663002,Gestion de fonds,,Sans travailleur,,1-4XH-94487,41795412221.0,,,orphise.rodriguez@marlans.com,,Route de Frontenex,51,1207,Genève,Genève-Eaux-Vives,930225011894,Route de Frontenex 51,CHE102139193,BMD Investment & Finance SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501633.25,1117577.74
87577,Entreprise,,Genedon SA,74327694.0,,En activité,1989-01-09,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-94842,41792020810.0,,,genedon@bluewin.ch,,Rue BAUTTE,5,1201,Genève,Genève,930225042601,Rue BAUTTE 5,CHE106403532,Genedon SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499800.54,1118162.89
87818,Entreprise,,ROGYL SA,53057836.0,,En activité,1963-01-28,,649901,Sociétés d'investissement,,,,1-4XH-9399,41229000370.0,,41229000371.0,,,Rue de Chantepoulet,21,1201,Genève,Genève,930225005522,Rue de Chantepoulet 21,CHE100082381,ROGYL SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500033.79,1118235.98
88059,Entreprise,,GEOBAT PETROLEUM SA,89210842.0,,En activité,2000-12-20,,649901,Sociétés d'investissement,,,,1-4XH-9218,41223196363.0,,41223196375.0,,,Rue de la Rôtisserie,4,1204,Genève,Genève,930225025159,Rue de la Rôtisserie 4,CHE101595542,GEOBAT PETROLEUM SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500216.41,1117658.21
88358,Entreprise,,Travaux et Constructions Modernes - Tracom SA,99193852.0,,En activité,1982-03-12,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-88965,,,,,,Rue Kitty-PONSE,4,1205,Genève,Genève-Cité,930225029452,Rue Kitty-PONSE 4,CHE103247922,Travaux et Constructions Modernes - Tracom SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500043.83,1117143.04
88363,Entreprise,,AND PRIVATE WEALTH SA,74370354.0,,En activité,2001-07-04,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-8898,41228183940.0,,41228183941.0,info.apw@andpw.com,http://www.andprivatewealth.com,Rue du Rhône,11,1204,Genève,Genève-Cité,930225024512,Rue du Rhône 11,CHE109261240,AND PRIVATE WEALTH SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500134.4,1117842.28
88084,Entreprise,,VALORGEST SA,51850946.0,,En activité,1980-10-13,,649901,Sociétés d'investissement,,,,1-4XH-89037,41223186275.0,,,,,Rue du Rhône,100,1204,Genève,Genève,930225024548,Rue du Rhône 100,CHE100921389,VALORGEST SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500703.47,1117664.61
87881,Entreprise,,Hulliger Conseils SA,74374034.0,,En activité,2000-07-31,,663002,Gestion de fonds,,Sans travailleur,,1-4XH-9321,,,,,,Chemin de la Tour-de-Champel,6,1206,Genève,Genève,930225028928,Chemin de la Tour-de-Champel 6,CHE105619213,Hulliger Conseils SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500701.7,1116016.33
88099,Entreprise,,P&B MANAGEMENT SA,45312530.0,,En activité,1973-10-26,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-9270,41229000381.0,,,contact_pbmanagement@protonmail.com,,Rue KLÉBERG,25,1201,Genève,Genève-Cité,930225015859,Rue KLÉBERG 25,CHE103935608,P&B MANAGEMENT SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500212.57,1118141.63
87894,Entreprise,,Nest Holding SA,72651544.0,,En activité,1997-07-18,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-910,41227183280.0,,41228302908.0,,,Chemin Frank-THOMAS,38,1208,Genève,Genève,930225028518,Chemin Frank-THOMAS 38,CHE103597492,Nest Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2502374.55,1117684.8
88110,Entreprise,,EMC Gestion de Fortune SA,76826768.0,,En activité,1981-10-30,,663002,Gestion de fonds,,10-19 travailleurs,,1-4XH-88926,41228177878.0,,41228177888.0,emc@emcge.com,http://www.emcge.com,Place des Alpes,2,1201,Genève,Genève-Cité,930225000423,Place des Alpes 2,CHE108016809,EMC Gestion de Fortune SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500396.33,1118346.64
87661,Entreprise,,Azulinvest SA,91401847.0,,En activité,1995-12-01,,649901,Sociétés d'investissement,,,,1-4XH-93369,41277231600.0,,,contact@azulinvest.ch,https://www.azulinvest.ch,Chemin William-LESCAZE,3,1203,Genève,Genève-Petit-Saconnex,930225000209,Chemin William-LESCAZE 3,CHE103448857,Azulinvest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2498344.62,1118065.63
87672,Entreprise,,Henmar SA,62336858.0,,En activité,1992-12-09,,649901,Sociétés d'investissement,,,,1-4XH-93938,41227599090.0,,,,,Route de Bellebouche,72,1252,Meinier,Meinier,930225042635,Route de Bellebouche 72,CHE102085120,Henmar SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2508242.57,1122932.61
88120,Entreprise,,Nordgestion SA,74346000.0,,En activité,1986-12-16,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-89500,41223113344.0,,41223113711.0,jordan@nordgestion.ch,,Chemin de la Source,10,1246,Corsier GE,Corsier,940629160847,Chemin de la Source 10,CHE103808499,Nordgestion SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2505997.59,1124535.96
88125,Entreprise,,Viatrans SA,92056822.0,,En activité,1987-06-10,,649901,Sociétés d'investissement,,6-9 travailleurs,,1-4XH-89512,41227370210.0,,41223123120.0,,,Rue ROUSSEAU,38,1201,Genève,Genève-Cité,930225025214,Rue ROUSSEAU 38,CHE101361429,Viatrans SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499985.73,1118219.2
88131,Entreprise,,Eric Frank Kohn,61933655.0,,En activité,1991-07-15,,663002,Gestion de fonds,,,,1-4XH-93081,41227575234.0,,41227576565.0,efkohn@bluewin.ch,,Chemin de Carabot,10A,1232,Confignon,Confignon,930225044682,Chemin de Carabot 10A,CHE101820905,Eric Frank Kohn,Entreprise individuelle,Genève,Suisse,ENT siège à Genève,2495819.08,1115226.78
87690,Entreprise,,T + M Management Services SA,73216395.0,,En activité,1983-08-01,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-91810,41227378200.0,,41227378250.0,mail@t-plus-m.com,,Rue Adrien-LACHENAL,20,1207,Genève,Genève,930225015934,Rue Adrien-LACHENAL 20,CHE103202500,T + M Management Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500994.17,1117299.4
87926,Entreprise,,Privegest SA,99192534.0,,En activité,1983-07-15,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-91898,41588220701.0,,41588220709.0,lars.beykirch@privegest.ch,,Rue Jacques-GROSSELIN,8,1227,Carouge GE,Carouge,930225014198,Rue Jacques-GROSSELIN 8,CHE100368400,Privegest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499434.32,1116009.23
87945,Entreprise,,Cimofin SA,62617616.0,,En activité,1993-08-20,,649901,Sociétés d'investissement,,,,1-4XH-94011,41228600631.0,,41228600632.0,,,Route de Jussy,122,1226,Thônex,Thônex,930225015742,Route de Jussy 122,CHE102145466,Cimofin SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2506096.42,1117610.88
87957,Entreprise,,Investitsia SA,89471876.0,,En activité,1992-11-03,,649901,Sociétés d'investissement,,,,1-4XH-94597,,,,,,Avenue Louis-CASAÏ,81,1216,Cointrin,Meyrin,930225004657,Avenue Louis-CASAÏ 81,CHE102072399,Investitsia SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2497183.48,1120229.15
87959,Entreprise,,"MIF SA, Management, Independence, Family Wealth",74524038.0,,En activité,1996-02-14,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-92525,41788251396.0,,,,,rue du Nant,8,1207,Genève,Genève-Eaux-Vives,930225020209,Rue du Nant 8,CHE108434199,"MIF SA, Management, Independence, Family Wealth",Société anonyme,Genève,Suisse,ENT siège à Genève,2501320.9,1117537.22
88478,Entreprise,,TMF Management Services SA,62191697.0,,En activité,1992-04-10,,649901,Sociétés d'investissement,,,,1-4XH-92798,41225448100.0,,41225448111.0,,http://www.tmf.ch/,Rue de Jargonnant,2,1207,Genève,Genève,930225015386,Rue de Jargonnant 2,CHE102019057,TMF Management Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501298.32,1117431.76
88335,Entreprise,,Roses et Lilas Holding SA,98166868.0,,En activité,2018-03-26,,649901,Sociétés d'investissement,,,,1-4XH-91149,41223124545.0,,41223454516.0,,,Rue De-CANDOLLE,22,1205,Genève,Genève-Cité,930225004146,Rue De-CANDOLLE 22,CHE355312893,Roses et Lilas Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500171.25,1117082.71
88204,Entreprise,,Agi Finance SA,74327799.0,,En activité,1991-01-14,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-92708,41223124490.0,,41223124872.0,info@agifinance.ch,,Rue de la Rôtisserie,11,1204,Genève,Genève-Cité,930225025164,Rue de la Rôtisserie 11,CHE106737909,Agi Finance SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500240.57,1117661.91
88406,Entreprise,,Integrity Holding SA,90800736.0,,En activité,1991-01-08,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-92512,41223421414.0,,41223421448.0,,,Chemin des Vaulx,8,1228,Plan-les-Ouates,Plan-les-Ouates,930225029928,Chemin des Vaulx 8,CHE102545021,Integrity Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2497281.37,1113260.43
87778,Entreprise,,EVARI SA,66296829.0,,En activité,2000-11-02,,649901,Sociétés d'investissement,,,,1-4XH-9354,41228498800.0,,41228498819.0,,,Rue Du-ROVERAY,16,1207,Genève,Genève-Eaux-Vives,930225025251,Rue Du-ROVERAY 16,CHE101316653,EVARI SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501247.12,1117876.72
87785,Entreprise,,ROLIKE HOLDING SA,60484002.0,,En activité,1990-12-18,,649901,Sociétés d'investissement,,,,1-4XH-93671,41227866700.0,,41227867200.0,,,Chemin du Château-Blanc,9,1226,Thônex,Thônex,930225005863,Chemin du Château-Blanc 9,CHE101603992,ROLIKE HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2503388.87,1115707.24
87071,Entreprise,,OLDENHORN REIN SUISSE S.A.R.L,98527852.0,,En activité,2017-06-28,,649901,Sociétés d'investissement,,,,1-4XH-86048,41228394000.0,,,,,Quai du Rhône,8,1205,Genève,Genève-Plainpalais,930225024555,Quai du Rhône 8,CHE154670194,OLDENHORN REIN SUISSE S.A.R.L,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2499208.27,1117655.54
86807,Entreprise,,Bisange Ventures SA,71155389.0,,En activité,2001-05-21,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-8917,41223105626.0,41799389209.0,,,,Rue du Cendrier,24,1201,Genève,Genève,930225004764,Rue du Cendrier 24,CHE109043944,Bisange Ventures SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500191.27,1118165.0
87340,Entreprise,,Helvetico-Luxembourgeois Invest SA,61201516.0,,En activité,1990-06-15,,649901,Sociétés d'investissement,,,,1-4XH-86663,41227374000.0,,41227374009.0,,,Rue du Nant,22,1207,Genève,Genève-Eaux-Vives,930225045188,Rue du Nant 22,CHE101487705,Helvetico-Luxembourgeois Invest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501491.18,1117646.59
87100,Entreprise,,Scientific Equipment Trade and Marketing Scientra SA,45610687.0,,En activité,1981-01-20,,649901,Sociétés d'investissement,,,,1-4XH-88289,41228203240.0,,41228203241.0,scientra@hotmail.com,,Route des Acacias,54BIS,1227,Carouge GE,Carouge,930225000073,Route des Acacias 54BIS,CHE102931358,Scientific Equipment Trade and Marketing Scientra SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499207.74,1116080.14
87346,Entreprise,,Aga Khan Education Services SA,53289429.0,,En activité,1985-05-13,,649901,Sociétés d'investissement,,,,1-4XH-87113,41229097200.0,,41229097296.0,,http://www.akdn.org,Avenue de la Paix,1,1202,Genève,Genève,930225020774,Avenue de la Paix 1,CHE100119624,Aga Khan Education Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500423.47,1119967.98
86836,Entreprise,,SGF Surveillance et Gestion Financière SA,87465597.0,,En activité,1986-09-24,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-89539,41223101822.0,,41223108887.0,lvz@sgfgroup.ch,,Rue de la Rôtisserie,11,1204,Genève,Genève,930225025164,Rue de la Rôtisserie 11,CHE100682457,SGF Surveillance et Gestion Financière SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500240.57,1117661.91
86598,Entreprise,,GFO Geneva Family Office SA,74360974.0,,En activité,1989-06-26,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-87533,41227035151.0,,,info@gfo-group.com,https://www.gfo-group.com,Rue du Rhône,114,1204,Genève,Genève-Cité,930225024550,Rue du Rhône 114,CHE106479305,GFO Geneva Family Office SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500863.5,1117611.33
86601,Entreprise,,Gerober SA,74337954.0,,En activité,1990-01-23,,649901,Sociétés d'investissement,,Sans travailleur,,1-4XH-87540,,,,,,Chemin de la Pose-Plate,12,1222,Vésenaz,Collonge-Bellerive,930225022988,Chemin de la Pose-Plate 12,CHE106552534,Gerober SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2504915.29,1121578.18
86612,Entreprise,,VALDERRAMA INVESTMENTS SA,97730146.0,,En activité,2001-05-17,,649901,Sociétés d'investissement,,,,1-4XH-9007,41223288488.0,,41223200415.0,info@fidaudit.ch,,Avenue PICTET-De-ROCHEMONT,23,1207,Genève,Genève,930225021891,Avenue PICTET-De-ROCHEMONT 23,CHE109025449,VALDERRAMA INVESTMENTS SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501424.97,1117400.23
86615,Entreprise,,Bruno-Jean Emmenegger,74412653.0,,En activité,1986-06-26,,663002,Gestion de fonds,,Sans travailleur,,1-4XH-90192,41227980022.0,,41227980668.0,,,Chemin de la Chevillarde,16B,1208,Genève,Genève-Eaux-Vives,930831163615,Chemin de la Chevillarde 16B,CHE103772341,Bruno-Jean Emmenegger,Entreprise individuelle,Genève,Suisse,ENT siège à Genève,2502266.44,1116873.86
87505,Entreprise,,Ninety-Six Partners SA,92990499.0,,En activité,1996-02-06,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-93450,41225501964.0,,41223474955.0,info@parficom.ch,http://www.parficom.ch/,Place de Pont-Rouge,1,1212,Grand-Lancy,Lancy,160317141445,Place de Pont-Rouge 1,CHE103366490,Ninety-Six Partners SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2498555.5,1115927.27
86889,Entreprise,,Holding Financier du Golf et Country Club de Bossey SA,46788865.0,,En activité,1982-12-20,,649901,Sociétés d'investissement,,,,1-4XH-88466,41223102944.0,,,,,Rue du Rhône,114,1204,Genève,Genève,930225024550,Rue du Rhône 114,CHE103293684,Holding Financier du Golf et Country Club de Bossey SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500863.5,1117611.33
86893,Entreprise,,Stellantis International SA,74387520.0,,En activité,1981-01-14,,649901,Sociétés d'investissement,,20-49 travailleurs,,1-4XH-88478,41227077000.0,,,,,Avenue de la Gare-des-Eaux-Vives,28,1208,Genève,Genève,130902164244,Avenue de la Gare-des-Eaux-Vives 28,CHE107910441,Stellantis International SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2502041.85,1117569.05
87183,Entreprise,,Aga Khan Health Services SA,53289434.0,,En activité,1985-05-13,,649901,Sociétés d'investissement,,,,1-4XH-87205,41229097200.0,,41229097296.0,,http://www.akdn.org,Avenue de la Paix,1,1202,Genève,Genève,930225020774,Avenue de la Paix 1,CHE100119647,Aga Khan Health Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500423.47,1119967.98
86692,Entreprise,,Large Vue Maxilly SA,53685643.0,,En activité,1990-01-19,,649901,Sociétés d'investissement,,,,1-4XH-87445,41223194200.0,,,lvm.smaali@gmail.com,,Passage des Lions,6,1204,Genève,Genève,930225044662,Passage des Lions 6,CHE103633981,Large Vue Maxilly SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500119.0,1117805.63
86935,Entreprise,,COASET SUISSE SA,76810464.0,,En activité,1980-02-07,,649901,Sociétés d'investissement,,3-5 travailleurs,,1-4XH-87745,41227825662.0,,41227820254.0,,,Rue du Pré-Bouvier,7,1242,Satigny,Satigny,930923174729,Rue du Pré-Bouvier 7,CHE107963578,COASET SUISSE SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2493497.29,1120109.4
87204,Entreprise,,VISION ASSET MANAGEMENT SA,70601158.0,,En activité,1997-10-22,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-865,41223215255.0,,,vamsa@vamsa.ch,https://www.vision-asset-management.ch,Rue du Mont-de-Sion,6,1206,Genève,Genève-Cité,930225019579,Rue du Mont-de-Sion 6,CHE106645874,VISION ASSET MANAGEMENT SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500801.81,1117024.78
86954,Entreprise,,Tradco Promotion and Consulting SA,89196360.0,,En activité,1989-08-14,,649901,Sociétés d'investissement,,Sans travailleur,,1-4XH-87164,41223398888.0,,,,,Rue de Lyon,62,1203,Genève,Genève,930225017003,Rue de Lyon 62,CHE101631037,Tradco Promotion and Consulting SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2498869.22,1118301.37
86959,Entreprise,,DU BOURG INVESTMENT GROUP SA,94920316.0,,En activité,1985-03-12,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-87610,41228103975.0,,41228103978.0,dubourg@bluewin.ch,http://www.dubourg.ch,Place de la Fusterie,7,1204,Genève,Genève,930225011989,Place de la Fusterie 7,CHE100253257,DU BOURG INVESTMENT GROUP SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500241.86,1117759.69
87489,Entreprise,,TELIMO SA,64491529.0,,En activité,1996-06-25,,649901,Sociétés d'investissement,,,,1-4XH-93718,41223186275.0,,,,,rue ROUSSEAU,30,1201,Genève,Genève-Cité,930225025211,Rue ROUSSEAU 30,CHE104367718,TELIMO SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500018.97,1118184.17
87497,Entreprise,,VISTAHOLDING SA,60687851.0,,En activité,2003-02-19,,649901,Sociétés d'investissement,,,,1-4XH-92888,41223186090.0,,41223186099.0,,,Rue du Rhône,30,1204,Genève,Genève,930225024521,Rue du Rhône 30,CHE101649600,VISTAHOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500216.06,1117824.96
86715,Entreprise,,Geneva Asset & Wealth Management SA,72833309.0,,En activité,2001-05-11,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-9023,41228103550.0,,41228103560.0,info@geneva-am.com,http://www.geneva-am.com,Rue du Marché,18,1204,Genève,Genève,930225017948,Rue du Marché 18,CHE100863148,Geneva Asset & Wealth Management SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500267.42,1117665.87
86963,Entreprise,,Wibagest SA,74386286.0,,En activité,1981-11-12,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-87760,41223467778.0,,41223466066.0,prive@wibagest.com,,Rue François-BELLOT,5,1206,Genève,Genève,930225002117,Rue François-BELLOT 5,CHE103176794,Wibagest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500663.96,1117118.33
86968,Entreprise,,"Transcos, société de transactions commerciales et de services SA",46005941.0,,En activité,1980-09-19,,649901,Sociétés d'investissement,,,,1-4XH-88250,41229067766.0,,41229067763.0,,,Rue de la Scie,2,1207,Genève,Genève-Cité,930225026762,Rue de la Scie 2,CHE103145813,"Transcos, société de transactions commerciales et de services SA",Société anonyme,Genève,Suisse,ENT siège à Genève,2500921.22,1117760.16
86739,Entreprise,,The Rice Company (Suisse) SA,71353852.0,,En activité,2001-06-28,,649901,Sociétés d'investissement,,,,1-4XH-9009,41228072400.0,,41228072401.0,,http://www.trcworld.com,Route de Frontenex,86BIS,1208,Genève,Genève,930225043976,Route de Frontenex 86BIS,CHE109088119,The Rice Company (Suisse) SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2502191.69,1117829.9
